,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
415,tiki-select-filterable,Polymer select filterable,tiki-elements,v0.1.4,,2017-04-15 09:34:07,0,0,,,,,,,
416,i18n-element,I18N Base Element for Polymer 2.x with i18n-behavior,t2ym,2.0.0,,2017-05-17 16:23:28,4,0,,,,,,,
417,webduino,🛠 Web components for Webduino,webduinoio,0.3.2,,2017-06-05 13:34:17,34,14,,,,,,,
418,stripe-elements,Polymer Wrapper for Stripe.js v3 Elements,bennypowers,v0.1.1,,2017-07-06 14:10:45,3,1,,,,,,,
419,multi-verse,polymer elements for fast and modular multivariate analysis,PolymerEl,v0.7.10,,2017-06-01 18:55:58,15,0,,,,,,,
420,game-card,playing game card element based on ES6 and Polymer 2.0,vpusher,v1.0.5,,2017-07-06 20:27:32,26,8,,,,,,,
421,lazyload-image,HTMLImageElement extension for lazy loading.,1000ch,v2.1.0,,2017-06-05 11:50:51,182,13,,,,,,,
422,flip-clock,"A flip clock, timer and countdown made with Polymer",Granze,v1.2.6,,2017-04-17 07:58:37,59,20,,,,,,,
423,gfs-droppoint,,GlobalFreightSolutions,v1.0.0,,2017-03-23 09:45:42,1,0,,,,,,,
424,ra-action-sheet,"A specific style of alert that appears in response to a control or action, and presents a set of two or more choices related to the current context.",rafiuske,v1.0.1,,2017-03-28 20:18:13,1,1,,,,,,,
425,ascii-diagram,<ascii-diagram> tag,ichiban,0.1.0,,2017-05-03 23:23:00,2,0,,,,,,,
426,nvd3-elements,NVD3 charts as web components for Polymer.,saeidzebardast,v0.21.0,,2017-06-13 11:46:16,26,9,,,,,,,
427,l2t-paper-color,Polymer element to display a Dialogue box for selecting colors,Link2Twenty,0.1.1,,2017-07-09 14:12:07,2,0,,,,,,,
428,l2t-paper-rating,"Polymer element to display ""star"" ratings in a paper style",Link2Twenty,v1.2.0,,2017-07-02 19:34:43,4,0,,,,,,,
429,caniuse-embed-polymer,A Polymer component for the (unofficial) caniuse embed,ireade,v1.3.0,,2017-06-21 13:35:39,8,1,,,,,,,
430,s-rating,Ultra fast Polymer elements for ratings.,StartPolymer,v0.1.3,,2017-05-06 06:58:46,8,0,,,,,,,
431,s-svg,A polymer element allowing SVG images to be responsive and styled with CSS.,StartPolymer,v0.1.2,,2017-02-21 10:04:26,4,0,,,,,,,
432,lrn-icon,A simple wrapper to make it easier to create icons for education,LRNWebComponents,1.0.1,,2017-04-04 19:37:07,0,0,,,,,,,
433,money-input,<money-input> is a customizable input validator and mask for currency amounts. It uses the paper-input element for create the element form,IngressoRapidoWebComponents,v1.1.0,,2017-01-23 13:26:54,7,5,,,,,,,
434,gold-password-input,[Polymer 1.x] An input element with Material Design that allows password with an optional strength meter.,GeoloeG,1.1.6,,2017-05-23 18:02:06,26,7,,,,,,,
435,sign-here,Smooth signature drawing with HTML5 Canvas,CaptainCodeman,v0.0.1,,2017-05-18 16:36:05,11,2,,,,,,,
436,google-url-shortener,Web component that shortens URLs with the Google URL Shortener API,GoogleWebComponents,v1.0.2,,2017-06-20 04:23:07,34,12,,,,,,,
437,x-gif,A custom element for flexible GIF playback,geelen,0.1.1,,2017-07-07 23:38:56,1882,112,,,,,,,
438,nebula-element-mixin,A set of custom element utility methods.,arsnebula,v2.0.2,,2017-04-11 16:57:21,1,0,,,,,,,
439,nebula-button-behavior,A Polymer behavior to support button capabilities.,arsnebula,v2.0.1,,2017-03-02 03:56:45,1,0,,,,,,,
440,share-button,A web component for sharing URLs,PaulKinlan,0.6.1,,2017-06-01 14:37:10,18,2,,,,,,,
441,vidyo-io,A Polymer 2.0 Component for Vidyo IO,oi-oy-div,v0.2.0,,2017-03-24 03:39:28,0,0,,,,,,,
442,paper-chip,A small Polymer element that represents a complex entity such as a calendar event or a contact. ,bendavis78,1.1.2,,2017-07-17 22:15:52,66,20,,,,,,,
443,uniflow-polymer,UniFlow for Polymer,google,v0.5.0,,2017-07-17 21:44:13,146,10,,,,,,,
444,iron-data-table,iron-data-table is a Web Component for displaying data as a table or grid. Built on top of iron-list using Polymer.,Saulis,v1.0.7,,2017-07-14 22:58:43,139,61,,,,,,,
445,lrn-vocab,Expression of a vocabulary term,LRNWebComponents,0.0.8,,2017-04-04 21:08:49,0,0,,,,,,,
446,lrn-assignment,Expression of an assignment / instructional activity that needs completed.,LRNWebComponents,0.0.6,,2017-07-07 04:18:54,2,0,,,,,,,
447,s-slider,Up-to-date fork of <paper-slider> with new features.,StartPolymer,v1.0.13,,2017-05-04 07:06:34,4,0,,,,,,,
448,paper-fab-speed-dial,A floating action button flinging out related actions,pomber,v0.6.0,,2017-07-03 18:09:35,12,5,,,,,,,
449,app-menu,A simple side menu for Apps,oyeharry,v2.0.0,,2017-05-02 13:29:30,3,1,,,,,,,
450,paper-pager,A light and accesible Material Design page indicator,myfrom,v1.0.0,,2017-05-20 11:14:05,3,1,,,,,,,
451,crossroadsjs-router,Polymer element for crossroads.js router,ergo,0.1.3,,2016-12-14 01:21:33,6,2,,,,,,,
452,paper-icon-picker,A icon picker with all iron icons,vhr,v1.0.1,,2017-01-23 13:09:16,0,2,,,,,,,
453,stripe-form,,vic10us,v1.0.4,,2017-06-16 11:21:18,10,2,,,,,,,
454,ce-json-file,[Dropped] Custo Element to read json files using polymer,seijihirao,v0.3.0,,2017-05-20 22:11:59,0,0,,,,,,,
455,l2t-paper-slider,Polymer element for displaying slides in a carousel,Link2Twenty,v1.4.1,,2017-06-21 21:49:06,31,12,,,,,,,
456,liquid-switch,Web Component that acts as a checkbox with the appearance of a switch,kcmr,0.1.3,,2017-03-05 23:25:14,0,0,,,,,,,
457,bs4-custom-elements,Bootstrap components using modern technologies,dgt41,0.0.3,,2017-07-06 20:48:05,8,4,,,,,,,
458,bwt-uploader,Polymer component that allows uploading of images and pdf files,bluewatertracks,0.9.9,,2017-07-15 14:26:44,6,3,,,,,,,
459,cordova-device,An element providing device information for cordova applications.,adelarosab,v1.1.7,,2016-08-14 16:38:52,0,0,,,,,,,
460,nebula-icon-button,A web component to display an icon or icon toggle button.,arsnebula,v2.0.1,,2017-03-02 04:17:44,1,1,,,,,,,
461,flip-card,3d Flip card created using Polymer 2.0,MarkJamesHoward,0.3.6,,2017-03-14 00:14:08,0,0,,,,,,,
462,k-avatar,Simple component to make Gmail like text avatars for profile pictures. These avatars can be scaled up to any size.,k4ng,1.1.3,,2017-05-13 20:32:45,6,1,,,,,,,
463,feathersjs-client,A web component wrapper around the feathersjs-client library.,GreenHopper,1.0.9,,2016-12-10 22:14:13,0,0,,,,,,,
464,bottom-nav,Material Design bottom-nav https://material.io/guidelines/components/bottom-navigation.html,greenyouse,v0.2.0,,2017-07-17 08:00:22,12,2,,,,,,,
465,fop-avatar,Polymer avatar element ,FriendsOfPolymer,1.0.7,,2017-04-25 18:23:06,2,0,,,,,,,
466,paper-image,Polymer element that displays an image with a revealing panel.,wincinderith,v1.1.3,,2017-05-26 22:57:41,4,0,,,,,,,
467,paper-stepper,Display progress through a sequence by breaking it up into multiple logical and numbered steps.,Zecat,v1.1.0,,2017-07-13 16:46:18,60,19,,,,,,,
468,playing-card,card webcomponent,wmginsberg,1.0.0,,2017-02-05 10:23:12,0,0,,,,,,,
469,paper-divider,A Material Design Divider,WebPaperElements,v1.0.0,,2017-01-19 16:10:12,3,1,,,,,,,
470,paper-tree, Browsable tree of nodes with expandable/collapsible capabilities and actions menu,vpusher,v1.0.3,,2017-07-03 08:23:35,24,12,,,,,,,
471,poly-filter,"A fast and customizable solution for client side filtering of arrays, made with and for Polymer.",vguillou,v1.3.0,,2017-02-08 16:59:25,10,2,,,,,,,
472,i18n-format,Text Formatter with CLDR Plural rules and Gender support for I18N,t2ym,2.0.0,,2017-05-16 07:35:40,0,0,,,,,,,
473,ash-avatar,Polymer avatar element with fallbacks for an icon and the user initials.,tegola,v1.0.3,,2017-07-06 02:59:19,2,0,,,,,,,
474,simple-modal,"Lightweight, performant, style-agnostic modal element.",SimpleElements,v0.3.2,,2017-07-06 01:46:31,6,2,,,,,,,
475,time-selector,A Polymer element for managing a selection based on the time,sparhami,1.0.0,,2017-01-19 16:03:09,1,1,,,,,,,
476,simple-drawer,"Lightweight, performant, style-agnostic off-screen drawer panel element",SimpleElements,v0.3.11,,2017-05-15 03:35:40,3,0,,,,,,,
477,simple-button,Extends <button> with extra functionality and fewer styles,SimpleElements,v0.2.3,,2017-06-21 00:59:08,3,0,,,,,,,
478,scary-cookie-consent,A Polymer element to make it easier for you to display those annoying cookie messages,Scarygami,2.0.0,,2016-12-03 18:17:15,6,2,,,,,,,
479,poly-me,A web based résumé using polymer,sbeleidy,0.0.3,,2017-06-26 16:37:43,4,3,,,,,,,
480,jupyter-notebook,A web component to embed Jupyter notebooks - wrapper for notebookjs.,sbeleidy,0.0.3,,2016-11-28 11:15:50,3,2,,,,,,,
481,feature-toggle,Client side feature toggles for Polymer based applications,sbonnick,v0.5.1,,2016-11-15 16:14:46,0,0,,,,,,,
482,moment-js,"A Polymer element to parse, validate, manipulate, and display dates using Moment.js.",saeidzebardast,0.7.2,,2017-05-16 09:43:51,10,6,,,,,,,
483,gw2-coin-input,Generates an input field for Guild Wars 2 coins.,rediche,v1.0.4,,2017-01-27 11:21:26,1,0,,,,,,,
484,dygraph-elements,Graph element set powered by dygraphs,reinert,v0.2.7,,2016-04-26 17:19:33,1,1,,,,,,,
485,gw2-tpcalc,Renders a paper style Trading Post Calculator for Guild Wars 2.,rediche,v1.0.0,,2017-02-13 13:05:59,0,0,,,,,,,
486,country-select,A simple country selector web component using the paper-dropdown-menu.,Protoss78,2.0.1,,2017-03-27 13:11:31,5,0,,,,,,,
487,battery-status-icon,A web component that detects and displays the current battery status as an icon. It uses Polymer 1.x and HTML5 Navigator.getBattery() API.,Protoss78,1.0.1,,2017-05-27 20:19:03,6,2,,,,,,,
488,polymer-meter,This is a polymer element to indicate the amount of article still left for reading an a page.,qed42,v0.0.7,,2016-11-25 22:29:46,3,0,,,,,,,
489,paper-avatar-behavior,Hash string and find matching color from Material Design palette,petja,v1.0.0,,2017-02-19 09:56:14,0,0,,,,,,,
490,status-bar,An easy drop-in status-bar solution build as a custom element,nuclei,v1.1.2,,2017-04-23 21:34:29,4,1,,,,,,,
491,material-input,"Material Design input web component. No framework, vanilla js.",nuclei,v1.1.6,,2017-05-29 15:31:29,2,0,,,,,,,
492,text-avatar,Text Avater like in inbox,marcus7777,v1.0.1,,2016-11-20 10:30:03,1,0,,,,,,,
493,calendar-lite,Multi select date picker calendar WebComponent - built with Polymer 1.x.,Manohar-Gunturu,v1.5.0,,2017-05-04 17:02:29,9,7,,,,,,,
494,lunr-js,Element for server-less search using lunr.js library.,marcus7777,v1.0.0,,2017-04-09 08:16:31,9,0,,,,,,,
495,ace-widget,Polymer wrap around Ace editor,LostInBrittany,1.2.5,,2017-05-01 12:55:47,12,11,,,,,,,
496,granite-spinner,Pure CSS spinner Polymer web component,LostInBrittany,2.0.1,,2017-02-27 23:15:29,1,2,,,,,,,
497,ace-editor,Polymer (ES6) wrapper of Ace (C9) editor,LasaleFamine,v0.3.0,,2017-02-18 18:25:19,1,2,,,,,,,
498,pdf-browser-viewer,PDF viewer using native browser object as application/pdf,IngressoRapidoWebComponents,v1.0.6,,2017-05-25 06:59:09,25,4,,,,,,,
499,polobx,A state manager for Polymer based in MobX,ivanrod,0.2.0,,2017-06-28 20:28:11,19,2,,,,,,,
500,omdb-search,"A Polymer custom element that fetches movie, series, episode data from the Open Movie Database (OMDb) api.",giovanni0918,v0.4.0,,2017-02-28 15:27:09,2,0,,,,,,,
501,iron-sessionstorage,Access to sessionStorage,frenchynz,v1.0.1,,2017-02-05 01:21:35,0,0,,,,,,,
502,x-router,A lightweight client-side router built with web components.,emilbillberg,v0.2.0,,2017-02-26 09:37:30,1,0,,,,,,,
503,polymer-grid-layout,Style mixins for cross-platform display-grid layouts,dimitardanailov,v1.0.3,,2017-06-27 17:40:21,1,0,,,,,,,
504,emh-pagination,,easymetahub,v1.0.1,,2016-12-02 15:18:51,0,0,,,,,,,
505,eco-json-schema-form,Polymer's json schema form builder,DimShadoWWW,v1.0.0,,2017-05-17 07:28:15,7,3,,,,,,,
506,file-fire,Simple way to upload and download files from Firebase Storage.,convoo,0.0.2,,2017-07-07 10:57:00,9,3,,,,,,,
507,dogzone-map,Google Maps web component with all dog parks in Vienna,citydogweb,0.2.2,,2016-10-21 11:03:09,2,1,,,,,,,
508,cmidt-viewpager,A pager like Android ViewPager that support infinite page.,cmidt-veasna,v0.1.1,,2017-04-16 17:24:23,0,1,,,,,,,
509,nebula-loader,Display a loading or progress dialog.,arsnebula,v2.1.0,,2017-03-02 03:49:49,1,0,,,,,,,
510,jsGBC-ui,A GameBoy Color Web Component used in jsGBC,ardean,v0.2.3,,2017-02-18 14:04:11,0,0,,,,,,,
511,iron-multiple-ajax-behavior,It is useful to send multiple XHR requests asynchronously and have one final handler to be invoked after all the requests are executed,ankitsorathiya,v1.0.0,,2017-02-20 19:05:32,0,0,,,,,,,
512,iron-cookie,Polymer element for managing cookies.,wincinderith,v2.0.2,,2017-05-26 22:55:41,0,1,,,,,,,
513,paper-multi-select,Simple multi select component based on paper elements with options to search and select at a glance.,rayabhagis,0.1.0,,2017-05-22 19:55:31,4,6,,,,,,,
514,paper-button-group,"A clone of paper-radio-group, using paper-buttons instead.",Protoss78,1.0.0,,2017-05-28 10:32:35,5,4,,,,,,,
515,score-element,A web component that is used to pick a numeric score value from a predefined range.,Protoss78,1.0.0,,2017-05-28 16:13:43,3,1,,,,,,,
516,qairoe-app-router,It's a simple routing system that changes the viewport depending on the route given,littleqairoes,v0.0.9,,2017-01-05 12:34:31,3,0,,,,,,,
517,k-speech,"a simple component ""text to speech""",k4ng,1.0.2,,2017-02-26 07:52:52,3,2,,,,,,,
518,app-toasts,"Commonly used toasts are themed, swipeable, and actionable.",jifalops,0.3.2,,2017-06-01 22:31:41,3,1,,,,,,,
519,resettable-properties-behavior,Polymer behavior for resetting properties,danielx,0.1.1,,2017-05-21 10:09:38,3,2,,,,,,,
520,grain-responsive-behavior,,daKmoR,v0.8.1,,2017-04-30 22:06:12,2,0,,,,,,,
521,emh-xml-viewer,,easymetahub,v0.9.2,,2017-01-27 17:34:23,5,0,,,,,,,
522,nebula-routing,Declarative client-side routing.,arsnebula,v2.1.2,,2017-03-02 03:54:22,7,1,,,,,,,
523,nebula-rating,A rating control.,arsnebula,v2.0.0,,2017-04-04 16:48:21,2,0,,,,,,,
524,paper-avatar,Polymer component to auto-generate user avatar,Abe90,1.0.4,,2017-06-12 21:36:41,12,6,,,,,,,
525,visual-collapse,"This is a Polymer Element. Collapsibles are accordion elements that expand when clicked on. These allow you to hide content that is not immediately relevant to the user. This collapse application is build with Materialize, Bootstrap and Jquery",vitantonioc,v1.0.0,,2017-03-12 16:57:37,0,0,,,,,,,
526,s-html,Element wrapper of .innerHTML for data binding with HTML elements.,StartPolymer,v0.1.3,,2017-05-06 06:51:00,6,1,,,,,,,
527,ld-navigation,Routing-like element for the modern Web,tpluscode,v0.2.3,,2017-06-20 18:43:40,3,0,,,,,,,
528,google-webfont-loader,Polymer element providing solution for loading fonts and catching google webfonts active (loaded) event,printminion,v1.6.27,,2017-04-19 05:31:07,1,0,,,,,,,
529,hot-network,Add network resilience to widgets using iron-ajax,mercmobily,v0.2.75,,2017-03-22 19:44:40,2,0,,,,,,,
530,hot-form,"Powerful steroid injection for iron-form: auto-save, auto-load, validation, and more",mercmobily,v0.3.12,,2017-04-04 06:56:55,5,0,,,,,,,
531,paper-rating,Nice rating element build with iron-icons,mgibas,1.2.1,,2017-01-19 15:49:20,2,0,,,,,,,
532,streaming-list,A webcomponent written with Polymer to list streamers in many services. You will be able to filter the results and define priority for a selected language.,klarkc,v4.0.0,,2017-04-04 16:49:41,7,1,,,,,,,
533,emulator-gba,A web-component Emulator for GameBoy Advanced console.,klarkc,v2.0.1,,2017-04-11 16:12:03,3,0,,,,,,,
534,random-image,A small Polymer element to show a random image from a given set.,kilombo,0.1.1,,2017-06-22 13:38:30,1,0,,,,,,,
535,share-url,Polymer element to share the current url,kilombo,0.1.0,,2016-12-18 20:54:38,0,0,,,,,,,
536,app-notifications,Web component for using the notifications API.,jifalops,1.0.0,,2017-03-06 18:11:32,2,0,,,,,,,
537,paper-range-slider,"A material design-style range-slider, composed of paper-slider elements",IftachSadeh,v0.2.7,,2017-07-13 09:23:39,24,19,,,,,,,
538,freegeoip-lookup,Polymer element for client geolocation lookup with freegeoip.net,HTMLElement,v0.1.0,,2017-01-19 16:09:04,1,0,,,,,,,
539,iron-pullable-container,[Polymer 1.x] Element that enables a container to be pulled to provide a possible action.,GeoloeG,1.0.0,,2017-03-12 13:02:21,11,0,,,,,,,
540,grain-update-inline-style-behavior,,daKmoR,v0.8.1,,2017-04-30 23:02:23,1,0,,,,,,,
541,bpmn-viewer,,CloudyDirk,1.0.0,,2016-11-04 21:45:41,0,0,,,,,,,
542,bm-friday,Is it Friday?,bjerkins,v1.0.5,,2017-06-07 09:30:42,3,0,,,,,,,
543,nebula-switch,A switch control.,arsnebula,v2.0.1,,2017-03-02 04:10:03,1,1,,,,,,,
544,nebula-checked-behavior,A Polymer behavior to support checkbox and radio control capabilities.,arsnebula,v2.0.0,,2017-03-02 04:16:15,1,0,,,,,,,
545,nebula-button,A standard or toggle button.,arsnebula,v2.0.2,,2017-04-15 15:20:38,4,0,,,,,,,
546,nebula-alert,An alert dialog.,arsnebula,v2.1.0,,2017-04-04 16:54:35,2,0,,,,,,,
547,lazy-import,Declaratively import HTML components when you're ready to use them,seaneking,v0.2.0,,2017-06-26 05:34:40,3,1,,,,,,,
548,ce-page-manager,Custom Element to help managing pages using polymer.,seijihirao,v2.0.1,,2017-05-22 08:32:20,1,0,,,,,,,
549,lazy-board,Session based routing and HTML lazy importing,Saneyan,v2.0.1,,2017-07-06 19:57:25,2,1,,,,,,,
550,full-width-text,Web component for making the inner text fit the width of the element,pomber,v0.2.1,,2017-06-21 11:19:43,12,1,,,,,,,
551,paper-userpicture,Material Design User Avatar,petja,v1.0.0,,2017-05-17 16:35:08,1,0,,,,,,,
552,polymer-youtube-feed,Polymer (ES6) wrapper of YouTube APIs as video feeds,LasaleFamine,v0.3.0,,2017-03-04 14:22:17,0,2,,,,,,,
553,polymer-twitter-timeline,Polymer (ES6) wrapper of Twitter Widget Library for Timelines,LasaleFamine,v0.2.0,,2016-10-31 23:45:16,2,1,,,,,,,
554,poly-graph,A simple multi line (or dots) polygraph plotter,larsgk,v0.0.4,,2017-01-25 18:49:13,2,1,,,,,,,
555,sched-datepicker,yet another polymer datepicker,edwardsharp,v0.0.11,,2017-03-25 20:45:03,3,1,,,,,,,
556,bwt-datatable,Great data table in material design,bluewatertracks,1.0.11,,2017-07-15 14:26:43,22,4,,,,,,,
557,cordova-battery,An element providing access to battery status for cordova applications.,adelarosab,v1.2.2,,2016-07-12 20:47:10,0,0,,,,,,,
558,scary-gallery,Element to layout images making best use of available space.,Scarygami,2.0.0,,2017-07-01 16:58:28,10,1,,,,,,,
559,polymer-lib-loader,Polymer (ES6) external (or internal) library loader component,LasaleFamine,v0.2.0,,2017-03-04 14:19:23,1,5,,,,,,,
560,code-sample,A wrapper element for highlight.js,kcmr,v0.2.0,,2017-05-29 14:22:43,4,0,,,,,,,
561,juicy-tile-list,DEPRECATED!(see README) Masonry-like Custom Element with sortable tiles that packs efficiently without changing HTML structure (changes CSS only).,Juicy,1.4.0,,2017-07-17 15:15:32,35,2,,,,,,,
562,magento-collect,A Polymer e-commerce element for Magento 2,bobvanluijt,v0.0.0,,2017-07-04 06:17:13,9,2,,,,,,,
563,nebula-progress,A progress bar control.,arsnebula,v2.0.1,,2017-03-02 03:51:28,1,0,,,,,,,
564,cordova-core,Polymer element which allow basic interaction with cordova applications.,adelarosab,v1.2.0,,2016-07-20 07:54:44,0,0,,,,,,,
565,fancy-carousel,The fanciest carousel of them all.,annsonn,v1.0.3,,2017-03-22 19:54:26,9,4,,,,,,,
566,cordova-geolocation,An element providing geolocation for cordova applications.,adelarosab,v1.1.2,,2016-08-14 11:26:59,1,0,,,,,,,
567,cpol-currency,<cpol-currency> is a polymer currency generator tools. It convert your input amount to be currency formated.,3mp3ri0r,v1.0.5,,2017-05-08 22:03:02,2,0,,,,,,,
568,nodecg-position-select,A NodeCG dashboard element for selecting a position,NodeCGElements,v0.2.0,,2016-11-20 23:54:06,1,0,,,,,,,
569,nebula-queue,Serialize activities between web components using a FIFO queue.,arsnebula,v2.0.1,,2017-03-02 04:00:51,1,0,,,,,,,
570,recording-list,Element for recording list on acordeonl GUI,acordeonl,v1.0.1,,2016-11-18 07:41:18,0,0,,,,,,,
571,polymer-zoomove,,qed42,v0.0.2,,2016-12-16 19:33:15,2,0,,,,,,,
572,emoji-translate,:books: Translate text to ✨emoji ✨!,notwaldorf,v1.0.2,,2017-07-17 20:11:27,691,78,,,,,,,
573,format-num,Web component: format number,ArvinH,v1.0.3,,2017-03-05 17:18:22,1,0,,,,,,,
574,cat-text,Web component displaying text with various effects,the-catalin,0.7.4,,2017-05-20 19:23:02,3,1,,,,,,,
575,nebula-flexbox,Apply flexbox styles using attributes.,arsnebula,v2.0.1,,2017-03-10 16:34:34,2,0,,,,,,,
576,ac-player,acordeonl recording player,acordeonl,v0.0.4,,2016-12-29 09:50:26,0,0,,,,,,,
577,navigation-bar,navigation bar for acordeonl play page,acordeonl,v0.1.1,,2016-11-18 08:42:47,0,0,,,,,,,
578,cat-slider,Image Slider component with multiple options,the-catalin,0.7.2,,2017-05-26 17:11:49,6,0,,,,,,,
579,cat-accordion,Accordion web component with various effects,the-catalin,0.7.4,,2017-07-06 20:49:12,4,0,,,,,,,
580,cat-image,Web component displaying an image with text effects,the-catalin,0.8.6,,2017-03-05 09:22:07,5,0,,,,,,,
581,i18n-behavior,Instant I18N of raw HTML texts for Polymer,t2ym,2.0.0,,2017-04-17 02:22:08,10,0,,,,,,,
582,salte-feedback-dialog,A dialog for submitting feedback accompanied by a screenshot.,salte-io,1.1.1,,2017-06-08 14:56:27,4,1,,,,,,,
583,juicy-polymer-boilerplate,Fork this repo if you want to start your own Web Component using Polymer,Juicy,v0.1.4,,2016-05-24 15:42:13,0,0,,,,,,,
584,scroll-position,🌐🖱 A Web Component which holds the current scroll position,FlorianFe,v1.0.0,,2017-06-14 11:30:57,1,0,,,,,,,
585,made-with-heart,<:purple_heart: /> A Polymer element for show your love!,simoneas02,0.1.1,,2017-07-16 11:54:05,16,5,,,,,,,
586,nodecg-replicant,A declarative implementation of NodeCG Replicants for use in Polymer 2. Works with NodeCG v0.9.x.,NodeCGElements,v1.0.0,,2017-06-01 20:36:53,0,0,,,,,,,
587,wave-player,Polymer V1 audio player using wavesurfer.js,Link2Twenty,0.0.2,,2017-07-16 16:05:27,6,1,,,,,,,
588,plotly-plot,Polymer element for the plotly.js library,ginkgobioworks,v0.5.0,,2017-07-04 01:19:47,13,1,,,,,,,
589,accordion,accordion ui element,acordeonl,v1.0.3,,2016-11-18 08:34:15,0,0,,,,,,,
590,nebula-icons,Share SVG icon resources between custom elements.,arsnebula,v2.0.1,,2017-04-15 18:31:14,1,0,,,,,,,
591,dry-stone-layout,Masonry-like layout with no gaps,CaptainCodeman,v0.0.4,,2017-05-22 12:32:00,7,1,,,,,,,
592,simpla-styles,Common styles for the Simpla ecosystem,SimplaElements,v1.0.4,,2017-03-30 21:33:04,4,1,,,,,,,
593,auth-ajax,Auth token handling for Polymer,CaptainCodeman,v0.0.4,,2017-06-20 15:09:45,13,3,,,,,,,
594,fetch-element,Element for interacting with the fetch api and queuing requests up if working offline,jordanfinners,v1.0.0,,2017-07-17 18:08:32,2,0,,,,,,,
595,mocha-test,A custom element for running mocha/chai tests,matthewp,v2.0.4,,2016-11-19 01:35:39,1,0,,,,,,,
596,github-corner,<:octocat:/> A Polymer element for Github Corner.,afonsopacifer,1.0.0,,2017-07-12 05:12:35,17,2,,,,,,,
597,global-variable,Polymer element that allows share data between non-relatives elements.,trofrigo,v0.1.4,,2017-03-21 21:44:14,4,1,,,,,,,
598,hax-ajax,An element wrapper for listening to save events and shipping off via ajax,LRNWebComponents,0.0.5,,2017-04-28 15:20:41,0,0,,,,,,,
599,whats-new,Show changelog like a boss,xliiv,v0.2.1,,2017-04-17 19:55:11,2,0,,,,,,,
600,better-img,A vanilla web component that adds a fallback url and logging function to an image,pearlbea,1.0.4,,2017-06-04 20:21:33,2,1,,,,,,,
601,polymer-logger,A simple logging mixin for Polymer 2.0.,daniel-cotton,v1.0.1,,2017-05-12 23:03:50,1,0,,,,,,,
602,swipe-action,A Polymer element providing a declarative way to swipe DOM elements with configurable underlays and trigger some action when the swiping is done. Integrates seamlessly with the <iron-list> element.,vguillou,v1.0.1,,2017-07-11 07:45:03,5,5,,,,,,,
603,app-section-head,An app heading element.,oyeharry,v2.0.1,,2017-04-28 15:00:20,0,0,,,,,,,
604,hax-behaviors,"Shared behaviors to provide ""edit"" capabilities to any element, lrn or otherwise.",LRNWebComponents,0.0.14,,2017-04-17 18:57:17,0,0,,,,,,,
605,sliding-pages,A polymer 2.0 element designed for page transitions in a carousel style,alex-saunders,v0.0.3,,2017-07-05 17:17:32,4,1,,,,,,,
606,x-frame,Cross document communication with frame content made easy,vpusher,v1.0.0,,2017-06-04 15:39:02,4,0,,,,,,,
607,resize-aware,Polymer webcomponent that detects and notifies changes to the size of its content,mlisook,1.9.1,,2017-06-28 03:40:26,3,0,,,,,,,
608,i18n-number,Wrapper element for Intl.NumberFormat,t2ym,2.0.2,,2017-05-16 05:18:41,0,0,,,,,,,
609,mist-password,Password input element with reveal button and strength indicator,mistio,1.0.2,,2017-02-06 18:08:13,2,0,,,,,,,
610,cookie-consent,A material design cookie consent.,Dabolus,2.0.2,,2017-07-04 14:11:15,7,1,,,,,,,
611,gfs-delivery-address,,GlobalFreightSolutions,v1.0.0,,2017-03-23 09:45:53,1,0,,,,,,,
612,mobile-first,Custom element to contain content within mock device 📱,samthor,v2.0.0,,2017-05-26 18:07:25,13,1,,,,,,,
613,app-localize-behavior,Polymer behaviour to help internationalize your application,PolymerElements,v2.0.0,,2017-06-28 13:54:38,37,41,,,,,,,
614,pf-calendar-events,"Polymer 2.0 based web component to set Calendar Events, appointments, meetings etc.",PFElements,0.1.6,,2017-04-19 17:11:01,3,0,,,,,,,
615,strand,"A collection of modular, reusable Web Components built upon Polymer",MediaMath,v4.4.0,,2017-07-17 00:04:58,125,44,,,,,,,
616,google-chart,Google Charts API web components,GoogleWebComponents,1.1.2,,2017-07-10 10:15:05,186,95,,,,,,,
617,promise-dialog,,jonsmithers,v0.1.0,,2017-04-17 21:47:46,2,1,,,,,,,
618,progress-bubble,Polymer-based web component displaying a circular progress bar,tehapo,v1.3.1,,2017-07-01 21:04:20,33,7,,,,,,,
619,ros-websocket,A Polymer element wrapping roslibjs's ROS object.,jstnhuang,v3.0.1,,2017-05-17 04:41:43,0,0,,,,,,,
620,ros-service,An element for calling ROS services using roslibjs.,jstnhuang,v2.0.1,,2016-05-05 08:07:25,0,0,,,,,,,
621,app-active-route,Simple polymer element that selects active route from given app-routes,mgibas,1.0.4,,2017-04-21 12:13:50,0,0,,,,,,,
622,lrn-aside,Provide an area of related content / additional content for use in a larger page element.,LRNWebComponents,0.0.9,,2017-04-08 02:29:58,0,0,,,,,,,
623,icoomon-icons,A set of icoomon icons for use with iron-icon,alejandroledesma,1.0.0,,2017-06-03 01:53:08,1,0,,,,,,,
624,mqtt-elements,Polymer elements for MQTT,mqttjs,0.0.6-beta,,2017-06-04 01:33:07,20,3,,,,,,,
