,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
0,noto-emoji-iconset,Google's Emojis iconset for iron-icon,raulsntos,v0.1.0,,2017-03-26 04:14:36,7,4,,,,,,,
1,fsn-map,,pedro2555,0.1.2,,2017-07-16 01:02:18,0,0,,,,,,,
2,count-up,A wrapper component for CountUp.js,kcmr,v0.2.2,,2017-07-10 23:30:56,0,0,,,,,,,
3,titanium-date-input,A simple auto formatting date input for polymer 2.0,LssPolymerElements,1.0.0,,2017-07-17 22:34:21,0,0,,,,,,,
4,d3-progress-meter,Web component providing a D3 based progress meter (Polymer 1.x),Collaborne,1.1.1,,2017-07-12 12:39:17,10,2,,,,,,,
5,titanium-dependency-injection,Dependency injection for Polymer,LssPolymerElements,2.0.5,,2017-07-13 22:21:12,0,0,,,,,,,
6,lrnsys-layout,Layout items for building interfaces for education,LRNWebComponents,0.1.5,,2017-07-01 05:36:34,0,0,,,,,,,
7,paper-chip,A chip web component made with Polymer 2 following Material Design guidelines,fabbricadigitale,v0.10.1,,2017-07-17 21:42:41,10,4,,,,,,,
8,paper-drawer,A Material Design drawer,Collaborne,2.0.2,,2017-06-30 19:31:29,7,2,,,,,,,
9,iron-timer,A countdown timer (Polymer),Collaborne,2.1.1,,2017-06-16 09:06:20,0,1,,,,,,,
10,xtal-in-hash,Allows location.hash to serve as an input channel for web components,bahrus,0.0.6,,2017-07-12 02:11:06,0,0,,,,,,,
11,polymer-quill,Polymer Quill Rich Text Editor,chuckh,v1.2.6,,2017-07-15 13:22:10,29,14,,,,,,,
12,xtal-chart-istic,Polymer based web component wrapper around the chartist library,bahrus,0.0.4,,2017-07-08 20:53:53,0,0,,,,,,,
13,rsat-popup,A popup component based on web component v1 standards,rohithsathya,0.0.2,,2017-07-15 18:41:19,0,0,,,,,,,
14,cloudinary-img,Polymer cloudinary wrapper,fraed,v2.0.0,,2017-03-29 14:07:29,1,0,,,,,,,
15,good-map,A simple custom element wrapper for Google Maps JavaScript API,keanulee,v0.0.1,,2017-07-15 23:14:02,0,0,,,,,,,
16,improved-print,Turn mid-content hyperlinks into a listed footnote!,pimdewit,1.0.1,,2017-07-16 05:32:06,1,0,,,,,,,
17,iron-graphql,Simple functional Polymer Element for querying GraphQL APIs,wasc-io,1.0.4,,2017-06-30 19:51:55,0,0,,,,,,,
18,page-title,"A Polymer element for easily updating a webpage's title, such as in a SPA.",zacharytamas,v3.0.0,,2017-07-15 22:05:59,12,5,,,,,,,
19,poly-prep,Helper elements to load polymer elements asynchronously.,bahrus,0.0.12,,2017-06-20 23:52:39,0,0,,,,,,,
20,polymer,Build modern apps using web components,Polymer,v2.0.2,,2017-07-18 01:21:05,17966,1789,,,,,,,
21,titanium-icon-input-container,"A simple way to add an prefixed icon to an input that responds to disabled, focused and invalid states.",LssPolymerElements,2.0.5,,2017-06-28 22:21:51,1,0,,,,,,,
22,gif-player,Control your animated GIFs,CaptainCodeman,v0.0.2,,2017-07-18 00:48:10,0,0,,,,,,,
23,paper-input-money,A Polymer 2 input for displaying currency with locale features,unionthugface,v2.1.0,,2017-06-15 22:49:51,2,1,,,,,,,
24,iron-autogrow-textarea,Textarea that grows in height as more lines of input are entered,PolymerElements,v2.0.1,,2017-06-14 11:59:28,11,31,,,,,,,
25,ag-grid-polymer,,ceolter,0.0.9,,2017-07-14 14:09:52,0,0,,,,,,,
26,vaadin-radio-button,Polymer 2 element for customized radio buttons. Part of Vaadin Core Elements bundle.,vaadin,v1.0.0-alpha1,,2017-07-05 13:06:24,0,0,,,,,,,
27,vaadin-button,The Polymer 2 element for customized buttons. Part of Vaadin Core Elements bundle.,vaadin,v1.0.0,,2017-07-01 12:42:12,3,5,,,,,,,
28,vaadin-upload,"vaadin-upload is a Polymer element for uploading multiple files with progress indication, a part of the Vaadin Core Elements",vaadin,v2.0.0,,2017-05-31 03:09:29,63,29,,,,,,,
29,vaadin-split-layout,vaadin-split-layout is a web component that allows you to partition a layout into resizeable areas,vaadin,v2.0.0,,2017-07-14 02:20:13,16,4,,,,,,,
30,vaadin-grid,"vaadin-grid is a free, high quality data grid / data table element, built using Polymer",vaadin,v3.0.0,,2017-07-15 15:08:04,263,105,,,,,,,
31,paper-chip,"Polymer 2.x Chips represent complex entities in small blocks, such as a contact.",ThomasCybulski,2.0.8,,2017-07-17 13:51:22,14,7,,,,,,,
32,paper-suggest-textarea,A Material Design textarea that provides suggestions as the user types (Polymer),Collaborne,2.0.2,,2017-06-16 08:24:05,2,1,,,,,,,
33,lrnsys-button,"Button with hover, color and icon support",LRNWebComponents,0.1.0,,2017-07-10 02:30:01,0,0,,,,,,,
34,io-value,"Ultra-lightweight editor for primitive data types (string, number, boolean)",arodic,v2.0.9,,2017-07-12 22:05:32,17,9,,,,,,,
35,io-object,Simple editor for javascript objects.,arodic,v2.0.9,,2017-07-17 17:42:03,2,0,,,,,,,
36,cube-hero,Cubex Hero,CubexElements,0.1.0,,2017-01-19 12:57:16,0,0,,,,,,,
37,chemical-element-visualisation,🌐⚛ A Web Component for visualizing an chemical element,FlorianFe,v1.0.3,,2017-07-06 22:44:06,5,1,,,,,,,
38,image-carousel,Polymer element for image carousel,a1626,v1.1.0,,2017-07-16 02:28:59,2,0,,,,,,,
39,alicorn-scroll-watcher,A web component requestAnimationFrame based scroll watcher,mlunnay,v1.0.2,,2017-07-12 05:49:40,0,0,,,,,,,
40,redux-store-element,A custom element allowing a more declarative use of Redux.,lastmjs,v1.2.8,,2017-07-13 07:40:58,51,2,,,,,,,
41,paper-checkbox,A Material Design checkbox,PolymerElements,v2.0.1,,2017-07-03 10:00:43,44,47,,,,,,,
42,iron-image,Image element with sizing and preloading options,PolymerElements,v2.1.2,,2017-06-29 23:28:16,24,37,,,,,,,
43,text-toggle,Show one of two strings based on a condition. Clickability optional.,jifalops,0.2.1,,2017-07-11 16:36:54,1,0,,,,,,,
44,prendus-question-elements,Fully embeddable custom HTML elements for questions made with AssessML.,Prendus,v0.1.9,,2017-07-11 18:02:50,5,0,,,,,,,
45,properties-from-ancestor-behavior,Behavior for a web component to take a property value from the closest ancestor that has it,AqoviaElements,v1.2.0,,2017-06-15 09:04:18,1,1,,,,,,,
46,candy-progress,Polymer element that creates candy progress bar,Collaborne,2.1.2,,2017-07-13 03:33:34,1,0,,,,,,,
47,paper-password-input,Material Design input field to enter passwords (Polymer),Collaborne,2.2.0,,2017-06-16 08:02:39,5,4,,,,,,,
48,video-view,"The coponent that play videos from youtube, vimeo, mp4 and webm urls ",Borjagodoy,v0.1.2,,2017-05-19 08:16:15,3,1,,,,,,,
49,titanium-circle-letter-icon,A colored circle with a letter inside.  Great for list items.,LssPolymerElements,2.0.8,,2017-06-28 22:04:41,1,0,,,,,,,
50,titanium-letter-selectable-list-item,,LssPolymerElements,1.0.10,,2017-06-30 22:27:18,0,0,,,,,,,
51,profile-picture,,LssPolymerElements,2.1.8,,2016-11-04 21:37:55,0,0,,,,,,,
52,loader-lite,Polymer 2 animated loader element,ryanburns23,v1.0.1,,2017-07-11 20:03:15,1,0,,,,,,,
53,webrtc-peer,Using peerjs,fernandezpaco,1.0.10,,2016-07-27 16:52:30,0,0,,,,,,,
54,xtal-fetch,Polymer based component wrapper around the fetch method.  ,bahrus,0.0.6,,2017-07-17 18:09:15,2,0,,,,,,,
55,nuxeo-dataviz-elements, Nuxeo Data Visualization web components,nuxeo,v1.1.2,,2017-02-01 09:38:12,0,4,,,,,,,
56,nuxeo-ui-elements,Library of UI web components,nuxeo,v1.1.2,,2017-06-28 06:12:42,3,4,,,,,,,
57,nuxeo-elements,Core Nuxeo web components,nuxeo,v1.1.2,,2016-10-24 11:08:21,2,2,,,,,,,
58,granite-file-saver,A lightweight element to save content to a file on the local filesystem,LostInBrittany,1.1.0,,2017-07-14 23:39:56,3,1,,,,,,,
59,flowbased-polymer,Do flowbased programming with polymer.,veith,v2.1.3,,2017-07-12 08:59:46,15,3,,,,,,,
60,polymeraws,Polymer Web Components for AWS,PolymerAWS,v2.1.1,,2017-06-22 19:51:03,15,2,,,,,,,
61,paper-tags,"paper tags, input tags and paper-tags dropdown for selecting multiple items in a list",PolymerEl,v1.7.2,,2017-06-02 02:12:49,7,7,,,,,,,
62,google-apis,Web components for loading Google's JavaScript Libraries,GoogleWebComponents,v2.0.0,,2017-07-18 04:22:43,67,51,,,,,,,
63,marked-element,Element wrapper for the marked library,PolymerElements,v2.2.0,,2017-06-17 12:00:49,57,22,,,,,,,
64,polymer-cordova-aware,"Polymer mixin for handling differences between Cordova and ""regular"" environments",Collaborne,2.1.1,,2017-07-10 10:30:11,0,0,,,,,,,
65,titanium-currency,A polymer element that formats currency.,LssPolymerElements,2.0.3,,2017-06-27 22:16:24,1,0,,,,,,,
66,watsonlogic-parallax,Polymer 2.0 Parallax Web Component,watsonlogic-software,v0.0.6,,2017-07-12 03:07:22,1,2,,,,,,,
67,list-item,ES6 Polymer 2 list item with a skeleton loader,ryanburns23,v2.0.4,,2017-07-07 13:07:26,3,0,,,,,,,
68,paper-weather,☀️🌧  Material design weather element inspired by google weather,ryanburns23,v2.1.2,,2017-07-14 11:41:36,13,3,,,,,,,
69,device-orientation,Web Components (with Polymer) to detecting device orientation and motion,abdonrd,v0.4.0,,2017-07-11 15:29:12,7,1,,,,,,,
70,iron-iconset-svg,Represents a source of icons expressed as a collection of inline SVGs,PolymerElements,v2.0.1,,2017-06-29 06:47:53,19,24,,,,,,,
71,smd-social,A fast way to integrate social buttons into your web app,Soulmatters,1.0.1,,2017-06-18 14:31:03,1,0,,,,,,,
72,iron-toggle-icon,simple component to toggle between active/inactive state by clicking on icon,PolymerEl,v0.2.4,,2017-07-08 15:02:03,1,0,,,,,,,
73,br-elements,"Input elements with mask and validation for common brazilian fields such as CPF, CNPJ, CEP, Telephone and Cell Phone.",patriciapds,v1.6.0,,2017-07-05 14:35:42,8,0,,,,,,,
74,paper-input-place,Google Places Autocomplete,mlisook,1.9.3,,2017-07-09 17:44:26,11,6,,,,,,,
75,ga-dnt-analytics,Basic Google Analytics web component with Do Not Track support.,justinribeiro,2.0.1,,2017-05-27 09:43:27,7,0,,,,,,,
76,polymer-cordova-inappbrowser-html,Web component that opens external links the InAppBrowser (Polymer),Collaborne,2.1.1,,2017-06-16 09:30:18,2,0,,,,,,,
77,polymer-cordova-keyboard,Web component to control keyboard via Cordova plugin (Polymer),Collaborne,2.1.1,,2017-06-16 09:31:42,0,0,,,,,,,
78,paper-date-picker,Material design date picker component for polymer,bendavis78,1.2.1,,2017-07-13 08:36:31,221,141,,,,,,,
79,gltf-viewer,Web Component to display glTF models,AVGP,1.5.0,,2017-07-05 01:36:54,6,1,,,,,,,
80,demo-iconset,A demo helper component to showcase a Polymer iconset.,kcmr,v1.1.3,,2017-07-08 18:24:44,0,0,,,,,,,
81,fb-dp,<fb-dp> is a web component that displays the facebook profile picture of any given facebbok ID.,rohithsathya,0.0.3,,2017-07-09 09:10:47,0,0,,,,,,,
82,iron-time-behavior,"Polymer behavior that provides time-from-now string, e.g. today, yesterday, this week, earlier",Collaborne,2.0.2,,2017-06-16 09:03:41,2,1,,,,,,,
83,lrndesign-paperstack,A simple visualized stack of paper with heading,LRNWebComponents,0.0.3,,2017-04-21 15:16:35,0,1,,,,,,,
84,lrndesign-abbreviation,A wrapper to make a cleaner abbreviation design element,LRNWebComponents,0.0.3,,2017-04-05 21:08:17,0,1,,,,,,,
85,ts-circle,A standard web component to display a circle stat,topseed,v0.9.2,,2017-07-07 00:33:23,0,0,,,,,,,
86,wordpress-posts,Polymer element to show Wordpress posts,TherapyChat,v1.0.3,,2017-07-04 09:56:32,1,0,,,,,,,
87,friendly-animation,A Polymer Component that renders After Effects animations in browser as either svg or html canvas animations.,MentallyFriendly,v2.0.9,,2017-07-16 09:46:18,12,0,,,,,,,
88,paper-ripple,Adds a Material Design ripple effect to UI elements,PolymerElements,v2.0.1,,2017-07-05 00:19:09,38,26,,,,,,,
89,iron-list,"Element for a virtual, ""infinite"" list",PolymerElements,v2.0.4,,2017-07-14 15:44:30,153,98,,,,,,,
90,iron-meta,Element for creating and accessing self-organizing meta-databases,PolymerElements,v2.0.2,,2017-07-06 15:54:10,16,13,,,,,,,
91,app-layout,App layout elements,PolymerElements,v2.0.1,,2017-07-16 15:34:34,407,252,,,,,,,
92,paper-article,paper-article for layouting with color 🌈,wasc-io,v2.1.0,,2017-07-06 21:00:06,3,0,,,,,,,
93,butter-github-star,Butter collection / Number of stars of a Github repository. ,JCrestel,v1.0.3,,2017-07-05 13:28:28,1,0,,,,,,,
94,exm-token-input,Polymer paper style token input,exmg,v1.0.16,,2017-07-06 17:36:51,5,1,,,,,,,
95,vaadin-text-field,vaadin-text-field is themable HTML input with data binding. Part of Vaadin Core Elements bundle.,vaadin,v1.1.0-alpha2,,2017-06-19 18:16:33,1,4,,,,,,,
96,juicy-markdown-editor,GitHub Flavored Markdown (GFM) editor with filedrop and paste functionality,Juicy,1.0.1,,2017-03-06 00:53:28,6,3,,,,,,,
97,xtal-in,"Emit events with unique, typed names from common input elements",bahrus,0.0.0,,2017-07-04 21:14:01,0,0,,,,,,,
98,grain-masonry,,daKmoR,v0.8.2,,2017-05-20 20:25:57,2,0,,,,,,,
99,contactlab-ui-components,Basic UI components for ContactLab UX design pattern library,contactlab,v1.3.5,,2017-07-13 00:19:43,23,5,,,,,,,
100,firebase-nest,polymerfire based util to construct nested and lookup datastructure,PolymerEl,v0.6.0,,2017-05-03 23:43:59,6,1,,,,,,,
101,vaadin-context-menu,Responsive web component for showing context dependent items for any element on the page. Part of Vaadin Core Elements bundle.,vaadin,v2.0.0,,2017-07-15 07:16:20,11,2,,,,,,,
102,ag-grid-webcomponent,,ceolter,11.0.0,,2017-06-30 15:00:19,0,0,,,,,,,
103,paper-datatable-api,A material design implementation of a data table,RoXuS,2.0.5,,2017-07-02 03:52:13,42,7,,,,,,,
104,papyrus-input,"A single-line text field web component, with validation and plain styling",AqoviaElements,v1.3.0,,2017-02-24 12:31:07,0,1,,,,,,,
105,vaadin-form-layout,Polymer element providing configurable responsive layout for form elements,vaadin,v1.0.0,,2017-07-17 15:43:13,4,2,,,,,,,
106,Soundcloud-Player-Element,Soundcloud-Player webcomponent written with Polymer 2.,MaxMommersteeg,1.0.3,,2017-07-03 16:25:36,1,0,,,,,,,
107,xtal-json-editor,Polymer web component wrapper around the JSONEditor library,bahrus,0.0.2,,2017-07-02 00:51:11,0,0,,,,,,,
108,granite-dynamic-element,A native web component to dynamically generate web components,LostInBrittany,1.0.0,,2017-07-04 09:28:50,0,0,,,,,,,
109,paper-lightbox,Web component to launch content inside a popup,Redbility,1.1.0,,2017-06-30 13:45:04,1,1,,,,,,,
110,paper-bottom-sheet,Web component providing a material design modal bottom sheet (Polymer),Collaborne,2.0.3,,2017-07-07 13:12:25,18,6,,,,,,,
111,paper-date-picker-item,A Material Design item that shows a date and opens a date picker dialog on tap (Polymer),Collaborne,1.7.0,,2017-07-07 13:12:50,20,10,,,,,,,
112,juicy-color-picker,Custom element to choose a color,Juicy,2.1.0,,2017-02-04 21:30:05,1,0,,,,,,,
113,Uptime-Element-Dashboard,Dashboard for viewing multiple Uptime-Elements,MaxMommersteeg,1.0.1,,2017-07-02 16:02:24,0,0,,,,,,,
114,Uptime-Element,Uptime-Element from Monitoring Elements collection.,MaxMommersteeg,1.0.3,,2017-07-02 15:10:39,0,0,,,,,,,
115,mp-calendar,mp-calendar is a web components providing calendar date functionality build with Polymer 1.0,mpachnis,v0.1.6,,2017-07-07 11:29:24,7,1,,,,,,,
116,juicy-popover,Custom Element that expands an area when clicked on a handle,Juicy,1.1.0,,2016-05-24 15:37:23,0,1,,,,,,,
117,live-localizer,Live Localizer widget for Polymer i18n-behavior,t2ym,2.0.1,,2017-07-04 11:57:09,5,1,,,,,,,
118,nishtyak-element,Ништяк,tsaiDavid,1.0.0,,2017-07-01 22:35:45,0,0,,,,,,,
119,mixin-builder,A simple mixin builder created to works well as a web components.,FlorentinDUBOIS,v0.1.1,,2017-07-01 09:08:52,0,0,,,,,,,
120,polymer2-splashscreen,Polymer v2 Splashcreen Element,arcoirislabs,v1.0.0,,2017-06-30 10:25:24,0,0,,,,,,,
121,table-of-data,v1 custom element,zvakanaka,1.2.0,,2017-07-02 03:46:19,1,0,,,,,,,
122,google-youtube-upload,Element enabling you to upload videos to YouTube.,GoogleWebComponents,v2.1.0,,2017-06-20 04:14:22,28,15,,,,,,,
123,iron-justified-gallery,Polymer element that shows a pretty formatted gallery (using the Flickr justified-layout library),Collaborne,v2.1.0,,2017-06-16 09:10:25,0,1,,,,,,,
124,custom-elements,A repository for the J4 Backend Interface Team to work on custom elements,joomla-projects,v0.0.3,,2017-07-11 18:02:00,4,1,,,,,,,
125,paper-dialog-behavior,Makes an element a Material Design dialog,PolymerElements,v2.0.1,,2017-06-05 19:48:53,12,20,,,,,,,
126,iron-fit-behavior,Fits an element into another element,PolymerElements,v2.0.1,,2017-05-13 06:08:51,11,23,,,,,,,
127,polymer-openajax-datepicker,Polymer component based on the accessible Date Picker from Open Ajax Alliance,felixzapata,0.2.2,,2017-06-19 06:39:25,2,1,,,,,,,
128,flippy-card,A Flippable 'card' web component based on Paul Lewis' UI Experiment,diddledan,1.0.0,,2017-06-29 21:50:33,1,1,,,,,,,
129,s-markdown,Fast modular regex-based Markdown parser.,StartPolymer,v0.1.3,,2017-06-29 16:42:31,4,0,,,,,,,
130,validate-string,,diddledan,1.0.0,,2017-04-23 22:44:56,0,0,,,,,,,
131,proportional-height-box,Polymer component to resize child element to proportional height based on the width similar to fitvids,diddledan,2.0.0,,2016-02-12 19:53:14,0,2,,,,,,,
132,paper-contact,A collection of components for contact information in Material Design,Collaborne,2.0.2,,2017-06-16 07:54:21,8,3,,,,,,,
133,echarts-webcomponent,webcomponent of echarts,kkpoon,v1.0.10,,2017-03-31 16:37:06,3,2,,,,,,,
134,reverse-element,An element that reverses children order based on a property ,convoo,0.0.6,,2017-06-22 22:03:00,3,1,,,,,,,
135,lss-inject,Polymer Typescript Dependency Injection ,LssPolymerElements,2.0.2,,2017-06-23 21:49:47,1,0,,,,,,,
136,elmsln-loading,Rotating network logo for loading sequences,LRNWebComponents,0.0.4,,2017-06-23 03:35:11,0,0,,,,,,,
137,power-pop,power-pop provides a brief animation indicating success or error.,bennypowers,0.2.0,,2017-04-20 07:55:15,1,0,,,,,,,
138,zendesk-web-widget,A polymer-compatible wrapper for the Zendesk Web Widget (Polymer),Collaborne,2.0.4,,2017-06-16 09:46:04,0,0,,,,,,,
139,lss-paper-date-picker,"A Polymer element that provides a paper-date-picker for browsers that do not support input type date such as IE, Edge and Firefox.    ",LssPolymerElements,1.2.0,,2017-05-25 19:23:28,1,1,,,,,,,
140,daily-quote,Polymer element to give random quotes.,itsMeBender,v1.1.2,,2017-04-28 09:46:34,0,0,,,,,,,
141,preignition-logo,animated logo for preignition,PolymerEl,v0.2.0,,2017-06-06 13:48:40,0,0,,,,,,,
142,carrousel-list,A Polymer element to show a number of 'n' items in a list of 'm' items as a rotating carrousel.,itsMeBender,v1.0.3,,2017-05-04 14:05:43,1,0,,,,,,,
143,bender-clock,Displaying an analog clock based on CSS transitions using a Polymer element.,itsMeBender,v1.1.0,,2017-04-28 22:21:12,1,0,,,,,,,
144,time-diff,Friendly description of a time difference with variable precision.,jifalops,0.1.0,,2017-06-28 11:31:24,1,0,,,,,,,
145,scheduler-component,A Web Component wrapper for FullCalendar library that uses Polymer version 2.0 and ES6.,HaithemMosbahi,v1.0.1,,2017-07-17 18:47:09,4,1,,,,,,,
146,moment-element,Web Component (with Polymer) wrapper for the moment library,abdonrd,v2.0.0,,2017-07-11 15:29:39,16,6,,,,,,,
147,paper-dropdown-menu-multi,Multiselect for paper-dropdown-menu,tg9413,0.2.0,,2017-06-27 10:46:32,0,0,,,,,,,
148,iron-doc-viewer,Polymer documentation viewer elements,PolymerElements,v3.0.3,,2017-06-15 04:03:34,8,10,,,,,,,
149,bowser-polymer,A polymer element that wraps bowser and exposes a few useful bindable properties.,LssPolymerElements,2.0.0,,2017-06-27 18:45:37,2,0,,,,,,,
150,paper-slider,A Material Design slider,PolymerElements,v2.0.2,,2017-05-13 04:45:59,27,64,,,,,,,
151,paper-search,A Material Design search bar (Polymer),Collaborne,2.0.6,,2017-07-09 14:55:58,42,23,,,,,,,
152,simple-dropdown,"Lightweight, style-agnostic popout/dropdown menu",SimpleElements,v0.4.0,,2017-05-16 19:20:07,7,2,,,,,,,
153,multi-chart,Polymer building blocks elements for building charts and visualization (based on d3.js v4),PolymerEl,v0.7.7,,2017-06-05 09:37:07,9,1,,,,,,,
154,simpla-text,An editable richtext element you can update inline,SimplaElements,v1.2.1,,2017-06-21 07:43:03,8,3,,,,,,,
155,gfs-checkout-widget,,GlobalFreightSolutions,v1.0.5,,2017-03-23 09:45:25,1,1,,,,,,,
156,iron-component-page,A reusable landing page for elements,PolymerElements,v3.0.1,,2017-07-17 20:28:34,20,27,,,,,,,
157,iron-form,Custom form element,PolymerElements,v2.0.0,,2017-06-27 00:23:01,41,63,,,,,,,
158,jas-breadcrumbs,Simple Breadcrumbs Menu,homerjonathan,0.2.9,,2016-10-31 20:01:12,0,1,,,,,,,
159,wysiwyg-e,A what-you-see-is-what-you-get editor created with Polymer,miztroh,v2.0.4,,2017-07-14 12:32:44,68,13,,,,,,,
160,paper-helper,Cartoon-style elements to provide help to users,Collaborne,2.0.5,,2017-07-09 13:22:49,2,0,,,,,,,
161,shibui-dropdown-menu,"Simple, modern, and inspired dropdown menu.",ShibuiElements,1.0.4,,2017-06-24 09:51:36,1,2,,,,,,,
162,isw-jwt-ajax,An iron-ajax expansion for JSON Web Token.,IswPolymerElements,1.0.0,,2017-06-26 09:35:22,0,0,,,,,,,
163,ibm-toolbar,"Horizontal toolbar containing items that can be used for label, navigation, search and actions",IBMResearch,v2.0.2,,2017-07-02 08:24:07,12,2,,,,,,,
164,geo-fr-api,A set of elements wrapping the french governmental geo api (Polymer 1.9 - 2.x),Zecat,v0.2.0,,2017-06-12 00:30:28,0,0,,,,,,,
165,json-merge,Polymer component designed to merge JSON objects into other objects,bahrus,0.0.2,,2017-06-25 13:07:42,0,0,,,,,,,
166,timestamp-time,,DamandeepS,v0.0.5,,2017-06-24 18:06:28,0,0,,,,,,,
167,iron-ga,,wasc-io,v2.0.7,,2017-06-24 18:39:49,0,0,,,,,,,
168,plastic-image,A Polymer 2.0 element which adds extra plasticity to <iron-image> with support for srcset and  lazy loading,mlisook,1.0.5,,2017-06-15 19:49:14,3,2,,,,,,,
169,hipaa-dea-number-input,Input field for HIPAA compliant DEA number Demo:,biztek,v1.0.8,,2017-05-29 21:52:09,0,0,,,,,,,
170,drivers-license-input,A generic drivers license input web component / custom element,biztek,v1.1.1,,2016-10-25 16:11:52,1,2,,,,,,,
171,usa-state-list,Included in this page is the HTML select/dropdown code snippets to generate a list of states for the United States. The list uses the USPS state abbreviation values. A list of outlying territories and armed forces USPS entries are also available,biztek,v1.0.6,,2016-10-19 15:32:08,0,0,,,,,,,
172,hipaa-password-input,HIPAA compliant password input,biztek,v1.0.4,,2017-06-21 01:15:12,0,0,,,,,,,
173,hipaa-npi-number-input,Input field to hold valid HIPAA compliant NPI number.,biztek,v1.0.6,,2017-06-19 19:43:37,0,0,,,,,,,
174,pmp-simple-date-input,A single-line text field to hold valid Date input of given date pattern,biztek,v1.0.8,,2017-06-20 22:40:18,0,1,,,,,,,
175,paper-comma-input,Material design text field which automatically adds comma to separate out the digits.,sinisavukovic,1.0.3,,2017-06-22 17:49:26,0,0,,,,,,,
176,fullcalendar-calendar,Web Component wrapper for FullCalendar,sorin-davidoi,v1.2.0,,2017-06-28 15:20:10,12,7,,,,,,,
177,app-media,Elements for accessing data from media input devices and visualizing that data for users,PolymerElements,v0.7.2,,2017-07-11 09:06:34,30,5,,,,,,,
178,papa-parser,Simple polymer element that uses Papa Parse and file-input to request a file and parse it into JSON Objects.,milesje,1.0.0,,2017-05-07 15:32:04,2,0,,,,,,,
179,lrndesign-stepper,Presentation of steps to completion,LRNWebComponents,0.0.6,,2017-06-16 21:10:07,0,0,,,,,,,
180,lrn-icons,Icons for expressing educational and instructional concepts,LRNWebComponents,1.0.13,,2017-07-07 04:19:00,2,1,,,,,,,
181,csv-render,CSV Renderer that converts a csv file to a table and more!,LRNWebComponents,0.1.0,,2017-06-03 02:01:28,0,0,,,,,,,
182,transburger-icon,Custom element to display a transformable hamburger icon,kcmr,v3.0.2,,2017-06-20 11:01:27,8,1,,,,,,,
183,ros-rviz,A Polymer element for ROS visualization.,jstnhuang,v1.0.5,,2017-04-19 12:47:59,2,2,,,,,,,
184,isw-dropdown-menu,Material Design Polymer 2.0 Dropdown Menu (with multi-select).,IswPolymerElements,1.0.14,,2017-06-14 07:27:56,2,2,,,,,,,
185,isw-responsive-behavior,"Provides feedback about device and orientation, using material design breakpoints.",IswPolymerElements,1.0.4,,2017-07-04 03:41:04,1,0,,,,,,,
186,isw-route,"Router with app-route like API, wrapped in an iron-selectable element that binds the active route.",IswPolymerElements,1.0.6,,2017-04-13 10:57:49,0,1,,,,,,,
187,isw-footer-button-area,Material Design Polymer 2.0 Persistent footer button area.,IswPolymerElements,1.0.4,,2017-05-22 10:37:02,0,0,,,,,,,
188,ibm-tabs,Tabs are used to separate content into different panes,IBMResearch,v2.0.1,,2017-06-12 11:29:39,5,2,,,,,,,
189,ibm-button,Button with the IBM Design guidelines,IBMResearch,v2.0.1,,2017-03-30 13:20:32,1,0,,,,,,,
190,animated-content-placeholder,Animated placeholder used while loading elements on the page (Polymer),Collaborne,1.0.1,,2017-07-13 15:13:18,1,1,,,,,,,
191,if-diff,Extension of Polymer's dom-if that allows comparing two properties rather than just binding to a single boolean property,bahrus,0.0.3,,2017-06-17 16:50:41,0,0,,,,,,,
192,ajax-blob-downloader,Download blob from ajax request,IngressoRapidoWebComponents,v1.0.0,,2017-06-23 19:30:36,1,0,,,,,,,
193,service-weezevent,web component tools for api weezevent,Raulnet,v1.2.6,,2017-06-19 22:41:32,0,0,,,,,,,
194,paper-snackbar,Polymer 2 web component providing brief feedback about an operation through a message at the bottom of the screen that is loosely based on the Material Design spec.,justinribeiro,2.0.2,,2017-07-09 13:23:26,3,2,,,,,,,
195,voice-elements,":speaker: Web Component wrapper to the Web Speech API, that allows you to do voice recognition and speech synthesis using Polymer",zenorocha,v1.0.0,,2017-07-13 10:08:56,1265,246,,,,,,,
196,optinomic-avatar,Avatar,Optinomic,v0.0.7,,2017-03-02 18:01:42,1,0,,,,,,,
197,iron-multi-ajax,,RoXuS,0.1.1,,2016-10-27 15:25:48,0,0,,,,,,,
198,util-lola,Polymer component based in LoLa (loading layer),manufosela,2.0.3,,2017-06-03 16:28:23,1,0,,,,,,,
199,cvitaede-starsrating,A stars' images filled to show a rate,manufosela,2.1.6,,2017-06-16 14:56:57,0,1,,,,,,,
200,polymer-redux,Polymer bindings for Redux.,tur-nr,v1.0.1,,2017-07-17 19:59:19,293,40,,,,,,,
201,google-recaptcha,A Polymer element for google recaptcha V2 and invisible (Polymer 1.9 - 2.x),Zecat,v0.2.1,,2017-06-11 23:20:28,0,0,,,,,,,
202,prism-element,Prism-based syntax highlighting,PolymerElements,v2.0.1,,2017-06-22 04:37:56,18,14,,,,,,,
203,cvitaede-circlepicture,Rounded Picture with a titlle and a subtitle,manufosela,2.0.1,,2016-11-30 11:14:30,0,0,,,,,,,
204,credit-card-input,An input element that only allows credit card numbers,IngressoRapidoWebComponents,v1.0.9,,2017-06-23 19:28:58,3,1,,,,,,,
