,repo,description,owner,version,wc_url,updated_at,stars,forks,screenshot_url,samplecode_url,supported_browsers,rating,comment,external,status
827,emoji-rain,☔️✨ A Polymer element that makes it rain emoji ,notwaldorf,v1.0.4,,2017-08-10 19:13:35,137,15,,,,,,,
828,salte-dialog,A material dialog with a few extra conveniences.,salte-io,1.0.1,,2017-04-09 23:21:49,1,1,,,,,,,
829,nebula-focus-behavior,A Polymer mixin to support focus-related properties.,arsnebula,v2.0.3,,2017-05-29 23:53:39,2,0,,,,,,,
830,nebula-toast,Display a toast notification.,arsnebula,v2.0.2,,2017-04-04 16:49:34,2,0,,,,,,,
831,nebula-i18n,i18n localization with Airbnb Polyglot.,arsnebula,v2.0.1,,2017-03-02 03:51:05,2,0,,,,,,,
832,nebula-dispatch,Send and receive action requests between web components.,arsnebula,v2.0.3,,2017-03-02 03:53:33,1,0,,,,,,,
833,polymer-bg,"A polymer element to evenly distribute the photos across rows or columns, making the most of the space provided.",qed42,v0.0.4,,2016-11-25 02:34:40,3,1,,,,,,,
834,nebula-checkbox,A customizable checkbox control.,arsnebula,v2.0.1,,2017-03-02 04:09:40,1,0,,,,,,,
835,ts-circle,A standard web component to display a circle stat,topseed,v0.9.2,,2017-07-18 15:59:10,1,0,,,,,,,
836,tripod-hero-marquee,"A flexible, generic hero banner web component",photoshelter,v1.0.1,,2017-04-25 14:38:10,1,0,,,,,,,
837,address-autocomplete,A Webcomponent for keying-in (or dictating) an address into one field and selecting from an recommendation / validation-list into a custom function.,joeherwig,0.1.0,,2017-07-20 13:39:37,0,0,,,,,,,
838,ros-topic,A Polymer element for publishing and subscribing to topics using roslibjs.,jstnhuang,v1.0.0,,2017-04-18 00:07:08,0,0,,,,,,,
839,paper-bottom-sheet,Web component providing a material design modal bottom sheet (Polymer),Collaborne,2.0.3,,2017-07-07 13:12:25,18,7,,,,,,,
840,candy-progress,Polymer element that creates candy progress bar,Collaborne,2.1.2,,2017-07-18 20:02:17,2,0,,,,,,,
841,echarts-webcomponent,webcomponent of echarts,kkpoon,v1.0.10,,2017-03-31 16:37:06,3,2,,,,,,,
842,nuxeo-dataviz-elements, Nuxeo Data Visualization web components,nuxeo,v1.1.2,,2017-02-01 09:38:12,0,4,,,,,,,
843,type-writer,display text content with type-writer effect,PolymerEl,v0.1.5,,2017-06-02 02:51:36,2,0,,,,,,,
844,paper-search-input,"An element providing a paper-input-like search, inspired by the search element on https://customelements.io",vic10us,v1.0.7,,2017-02-06 18:50:27,4,3,,,,,,,
845,nodecg-toast,An implementation of paper-toast designed to work well in NodeCG dashboard panels.,NodeCGElements,v1.0.0,,2017-05-31 21:06:23,0,0,,,,,,,
846,juicy-filedrop,FileDrop panel,Juicy,1.0.5,,2017-07-28 08:59:20,6,1,,,,,,,
847,juicy-composition,DEPRECATED! Custom Element that adds given Document Fragment to Shadow DOM,Juicy,0.1.1,,2017-07-17 15:13:21,0,1,,,,,,,
848,juicy-redirect,Custom Element that redirects to a new URL when an attribute is changed,Juicy,0.4.2,,2017-07-28 08:33:01,0,1,,,,,,,
849,titanium-dependency-injection,Dependency injection for Polymer,LssPolymerElements,2.0.13,,2017-07-18 19:42:10,0,0,,,,,,,
850,iron-time-behavior,"Polymer behavior that provides time-from-now string, e.g. today, yesterday, this week, earlier",Collaborne,2.0.2,,2017-06-16 09:03:41,2,1,,,,,,,
851,lrndesign-image,Many ways of presenting an image via simple display mode toggling,LRNWebComponents,0.0.1,,2017-07-21 05:13:20,0,0,,,,,,,
852,lrnsys-behaviors,Behaviors for making standardized LRN components.,LRNWebComponents,1.0.1,,2017-04-03 17:51:48,0,0,,,,,,,
853,gfs-droppoint,,GlobalFreightSolutions,v1.0.0,,2017-03-23 09:45:42,1,0,,,,,,,
854,gfs-checkout-widget,,GlobalFreightSolutions,v1.0.5,,2017-03-23 09:45:25,1,1,,,,,,,
855,gfs-carrier-info,,GlobalFreightSolutions,v1.0.0,,2017-03-23 09:45:21,1,0,,,,,,,
856,polymer-dragula,Polymer wrapper of dragula drag and drop library,ergo,0.1.1,,2017-08-04 03:34:53,27,6,,,,,,,
857,nuxeo-elements,Core Nuxeo web components,nuxeo,v1.1.2,,2016-10-24 11:08:21,2,3,,,,,,,
858,gfs-selected-droppoint,,GlobalFreightSolutions,v1.0.0,,2017-03-23 09:45:51,1,0,,,,,,,
859,fs-client,Polymer element that manages JavaScript SDK instances,fs-webcomponents,2.1.3,,2017-03-09 22:42:58,0,0,,,,,,,
860,emoji-selector,✏️✨ A Polymer paper-input-addon element that adds an emoji keyboard inputs,notwaldorf,v1.1.1,,2017-08-04 05:58:10,39,6,,,,,,,
861,time-elements,Web component extensions to the standard <time> element.,github,v0.6.1,,2017-08-07 15:12:32,1206,64,,,,,,,
862,meme-maker,A Polymer element to make memes,ireade,v1.0.0,,2017-07-15 14:11:57,9,2,,,,,,,
863,iron-cropper,Polymer 1.0 element that wraps around Cropper.js,safetychanger,1.1.1,,2017-08-03 10:16:12,7,2,,,,,,,
864,twitter-share-button,A simple twitter share button,PaulKinlan,0.1.0,,2017-04-05 14:51:07,0,0,,,,,,,
865,paper-buttons-group,A button group with `paper-button` style. It also implement the `iron-multi-selectable` behavior which permit to select a choice bu taping on a button.,NeilujD,2.0.0,,2016-11-17 02:01:08,3,0,,,,,,,
866,plutonium-breadcrumbs,Breandcrumbs Polymer 1.0 UI component for Plutonium library.,lordoftheflies,0.1.2,,2017-03-22 23:46:50,0,0,,,,,,,
867,poly-graph,A simple multi line (or dots) polygraph plotter,larsgk,v0.0.4,,2017-01-25 18:49:13,2,1,,,,,,,
868,juicy-tiles-setup-sync,"Polymer Element to handle `<juicy-tile-list>` (or `-grid`) setup changes (staging, reverting, saving to storage).",Juicy,1.0.0,,2017-07-28 08:52:05,0,0,,,,,,,
869,juicy-table-repeat,A workaround custom element which allows you to use dom-repeat inside table under IE and FF,Juicy,0.0.3,,2017-07-31 11:15:30,4,2,,,,,,,
870,isw-jwt-ajax,An iron-ajax expansion for JSON Web Token.,IswPolymerElements,1.0.0,,2017-06-26 09:35:22,0,0,,,,,,,
871,tk-app-local-user,,cloudgz,v0.1.3,,2017-01-04 09:46:49,0,0,,,,,,,
872,tk-loading-backdrop,A loading backdrop.,butterandfly,v0.1.2,,2016-11-17 05:38:52,0,1,,,,,,,
873,bootstrap-styles,,AlbertoFdzM,1.0.2,,2017-03-09 15:39:58,2,1,,,,,,,
874,d3-progress-meter,Web component providing a D3 based progress meter (Polymer 1.x),Collaborne,1.1.1,,2017-07-21 21:34:50,11,2,,,,,,,
875,ami-loader,,FNNDSC,0.4.0,,2017-01-17 05:45:00,3,1,,,,,,,
876,css-piechart,A Polymer-element for drawing a Piechart using CSS3 and DOM,timeu,v2.0.0,,2017-05-25 13:30:01,3,2,,,,,,,
877,three-import,"Three JS Import for Polymer - no goodies, no bundles, nothing else. Just threejs.min.js.",NicolasRannou,82.0.0,,2016-12-01 15:29:57,2,0,,,,,,,
878,lrndesign-contentsequencer,A fork of google-codelab to implement content in a sequence.,LRNWebComponents,0.0.2,,2017-04-03 19:22:21,0,0,,,,,,,
879,granite-c3,"A lightweight element wrapping-up C3.js, D3-based chart library",LostInBrittany,1.1.1,,2016-10-30 11:41:04,2,2,,,,,,,
880,geo-query-input,"A Polymer element for specifying latitude, longitude, and search radius for geographical queries.",jifalops,0.3.2,,2017-02-28 08:46:05,1,1,,,,,,,
881,button-pulse,Button pulse web component,henrykode,v1.0.1,,2017-03-15 17:45:46,0,0,,,,,,,
882,e2u-json-object-editor,Polymer based object editor using JSON Schema to describe structure ('autoform'),GerhardHH,v0.9.4,,2017-07-01 16:23:15,3,0,,,,,,,
883,fs-person-chip,"Display the portrait, name, and lifespan of a person",fs-webcomponents,2.0.1,,2017-03-09 22:39:52,0,0,,,,,,,
884,nebula-radio,Display a group of radio buttons.,arsnebula,v2.0.0,,2017-03-02 04:07:37,1,1,,,,,,,
885,collapsible-container,Polymer 1.X and 2.X collapsible container and accordion,afloesch,v1.0.4,,2017-05-11 19:05:04,0,1,,,,,,,
886,scalable-image-grid,A Polymer-based web component that displays images in a scalable grid but is also responsive.,vogelrh,1.0.2,,2017-07-16 09:48:37,3,1,,,,,,,
887,gold-iban-input,Material Design paper input for IBAN,ttretau,0.0.2,,2017-05-29 21:04:34,0,0,,,,,,,
888,svg-piechart,A Polymer-element for drawing a Piechart using SVG,timeu,v2.0.0,,2017-05-25 10:02:05,8,3,,,,,,,
889,canvas-piechart,A Polymer-element for drawing a Piechart on HTML5 Canvas,timeu,v2.0.0,,2017-05-25 13:30:12,2,2,,,,,,,
890,timeu-wizard,A Polymer element for displaying the progress in a multi-step wizard,timeu,v2.0.0,,2017-07-17 07:00:21,9,6,,,,,,,
891,digital-clock,A simple digital-clock component,telecomsante,v1.0.2,,2017-04-06 18:56:20,2,0,,,,,,,
892,tsante-mqtt,A mqtt webcomponent,telecomsante,v1.2.0,,2017-06-02 12:06:44,4,1,,,,,,,
893,ce-responsive-behavior,Custom Element to define responsive pages using polymer.,seijihirao,v0.1.1,,2017-03-09 14:10:45,0,0,,,,,,,
894,progress-bar,Lightweight vanilla JS horizontal loading bar,samuelli,v2.0.1,,2017-06-01 21:35:31,8,0,,,,,,,
895,iron-multi-ajax,,RoXuS,0.1.3,,2016-10-27 15:25:48,0,1,,,,,,,
896,get-pagination,A bootstrap-like pagination component,roberttaraya,0.0.2,,2017-05-12 13:20:37,0,0,,,,,,,
897,isw-datatable,Material Design Polymer Datatable.,rene-lindner-isw,1.0.3,,2017-04-25 20:06:52,1,0,,,,,,,
898,paper-input-items,"paper input bound to template-repeat (e.g. paper-dropdown-menu, paper-radio-group)",PolymerEl,v0.5.0,,2017-01-09 16:00:17,1,0,,,,,,,
899,hackernews-share-button,,PaulKinlan,0.1.0,,2017-04-25 18:56:18,1,1,,,,,,,
900,paper-select,A proper select input for the Polymer world.,naderio,0.2.6,,2017-08-03 19:52:27,29,14,,,,,,,
901,midori-jsontable-element,Web component that generates plain HTML tables from json sources.,midorikocak,v1.0.2,,2017-05-24 02:49:37,3,0,,,,,,,
902,alicorn-scroll-watcher,A web component requestAnimationFrame based scroll watcher,mlunnay,v1.0.2,,2017-07-12 05:49:40,0,0,,,,,,,
903,on-page,A router for web components. Render a template when the page matches a route. When you're on a page. That's it.,matthewp,v0.3.1,,2017-08-06 16:06:20,3,0,,,,,,,
904,paper-select-or-other,,Meravici,0.0.5,,2017-02-28 11:54:00,1,0,,,,,,,
905,paper-pair,,Meravici,v0.0.1,,2017-01-19 13:40:52,1,0,,,,,,,
906,lrn-table,"A well designed, simple to implement table that is wired for educational content presentation.",LRNWebComponents,0.1.0,,2017-08-01 11:45:53,0,0,,,,,,,
907,jvd-config,Store all your global config in one place.,jordyvandomselaar,1.0.0,,2016-12-15 13:28:31,0,0,,,,,,,
908,isw-dialog,"Material Design Polymer 2.0 Dialog, stacking context safe with remote-control.",IswPolymerElements,1.0.3,,2017-06-19 03:27:01,4,2,,,,,,,
909,fs-pedigree,Display a FamilySearch person's pedigree,fs-webcomponents,1.1.0,,2017-03-09 22:36:19,0,1,,,,,,,
910,input-search,Single-line text field used for search.,eduardosada,v1.0.0,,2017-01-21 18:13:06,1,1,,,,,,,
911,bbx-linear-gauge,Simple Polymer element to create linear gauge,BBx-Kitchen,0.3.1,,2017-05-17 16:27:44,1,0,,,,,,,
912,xtal-in,"Emit events with unique, typed names from common input elements",bahrus,0.0.0,,2017-07-04 21:14:01,0,0,,,,,,,
913,polymersky,Polymer Web Component for Skygear,astri-isns,v0.0.2,,2017-04-20 02:43:00,0,1,,,,,,,
914,epi-cms-property,A web component used to retrieve a page property from a page within an Episerver CMS website,AqoviaElements,v2.0.0,,2017-02-07 15:17:14,0,0,,,,,,,
915,cordova-compass,An element providing access to device compass for cordova applications.,adelarosab,v1.0.8,,2016-08-18 17:37:16,0,0,,,,,,,
916,gdg-logo,Web Component (with Polymer) to generate the Google Developer Group logo,abdonrd,v0.4.2,,2017-07-27 16:27:27,9,5,,,,,,,
917,preignition-logo,animated logo for preignition,PolymerEl,v0.2.1,,2017-06-06 13:48:40,0,0,,,,,,,
918,granite-draw-sparkline,A webcomponent to hand draw a sparkline on a canvas and get its coordinates,LostInBrittany,0.2.0,,2017-02-02 16:35:35,0,0,,,,,,,
919,surebet-calculator,Surebet calculator for sports betting powered by Google Polymer ,bc-bFloyd,v1.0.1,,2017-04-25 14:51:09,0,0,,,,,,,
920,titanium-currency,A polymer element that formats currency.,LssPolymerElements,2.0.3,,2017-06-27 22:16:24,1,0,,,,,,,
921,progress-bubble,Polymer-based web component displaying a circular progress bar,tehapo,v1.3.1,,2017-07-01 21:04:20,33,7,,,,,,,
922,d3-circle-packing,A Polymer Web Component for Drawing D3 Circle Packing Chart,saeidzebardast,v0.1.0,,2017-05-04 07:32:51,5,0,,,,,,,
923,granite-ink,A webcomponent to hand draw paths on a canvas and get the paths coordinates,LostInBrittany,0.2.0,,2017-07-18 15:44:47,2,0,,,,,,,
924,jay-icons,Some additional iconsets to be used with iron-icon,JaySunSyn,1.0.0,,2016-12-15 19:30:15,1,0,,,,,,,
925,fs-person-card,Display a person summary card for a person in the FamilySearch Tree,fs-webcomponents,1.0.1,,2017-03-09 22:36:39,1,0,,,,,,,
926,fortem-treeview,Polymer 2 accordion web component.,edWAR6,1.0.4,,2017-06-13 19:38:18,0,0,,,,,,,
927,juicy-markdown-editor,GitHub Flavored Markdown (GFM) editor with filedrop and paste functionality,Juicy,1.0.1,,2017-07-28 08:37:17,6,3,,,,,,,
928,juicy-highlight,Custom Element that highlights a DOM element on screen using a SVG overlay and/or border,Juicy,1.2.0,,2017-07-28 09:00:14,1,0,,,,,,,
929,paper-fab-transitions,Polymer elements for adding morphing and speed dial transitions to floating action buttons,GabiAxel,0.1.0,,2017-07-21 16:09:34,50,12,,,,,,,
930,adamantium-editor,Polymer element - WYSIWYG online content editor,deblanco,v1.0.1,,2017-07-19 07:11:57,0,0,,,,,,,
931,ami-viewer,AMI Viewer Polymer element,FNNDSC,0.3.0,,2017-08-01 16:39:32,6,1,,,,,,,
932,vimeo-embed,,auth0-blog,1.0.2,,2017-04-06 05:53:25,3,1,,,,,,,
933,default-value,handle firebase-document/firebase-query's default-value/zeroValue ,PolymerEl,v0.3.4,,2017-01-12 13:50:51,1,0,,,,,,,
934,dom-bind-notifier,Notifies Polymer 1.x template binding (dom-bind) with puppet changes,Juicy,1.2.1,,2017-07-31 14:09:10,0,0,,,,,,,
935,juicy-display-router,A Custom Element to switch visible elements based on current window location,Juicy,1.0.0,,2017-07-28 08:57:40,0,0,,,,,,,
936,juicy-element-boilerplate,Fork this repo if you want to start your own Web Component using VanillaJS,Juicy,v0.1.0,,2017-07-28 08:49:31,0,0,,,,,,,
937,bowser-polymer,A polymer element that wraps bowser and exposes a few useful bindable properties.,LssPolymerElements,2.0.0,,2017-06-27 18:45:37,2,0,,,,,,,
938,x-gif,A custom element for flexible GIF playback,geelen,0.1.1,,2017-08-09 05:26:54,1888,113,,,,,,,
939,ros-param,Polymer element for using ROS Parameters,jstnhuang,v0.1.0,,2017-07-20 06:45:25,0,0,,,,,,,
940,i18n-msg,Polymer element for i18n string replacement,ebidel,1.1.0,,2017-07-21 05:06:49,64,23,,,,,,,
941,matrix-layout,A custom element and a style useful to create responsive and fluid grid layouts,leodido,v0.9.5,,2017-06-09 10:04:29,3,2,,,,,,,
942,s-table,Responsive HTML table extended with Polymer and Material Design.,StartPolymer,v0.2.2,,2017-05-04 07:15:44,4,0,,,,,,,
943,s-circle-progress,Polymer-based web component displaying a circular progress bar.,StartPolymer,v0.1.0,,2017-06-23 21:19:31,9,5,,,,,,,
944,s-svg,A polymer element allowing SVG images to be responsive and styled with CSS.,StartPolymer,v0.1.2,,2017-02-21 10:04:26,4,0,,,,,,,
945,social-button,Social Buttons as Web Components,1000ch,v0.3.0,,2017-07-13 11:01:07,14,0,,,,,,,
946,isw-color-input,"Material Design Polymer 2.0 Color input field, based on paper-swatch-picker.",IswPolymerElements,1.0.5,,2017-06-14 14:15:42,2,0,,,,,,,
947,jupyter-notebook,A web component to embed Jupyter notebooks - wrapper for notebookjs.,sbeleidy,0.0.3,,2016-11-28 11:15:50,3,2,,,,,,,
948,titanium-circle-letter-icon,A colored circle with a letter inside.  Great for list items.,LssPolymerElements,2.0.8,,2017-07-18 15:57:39,2,0,,,,,,,
949,google-sheets,Google Spreadsheets web components ,GoogleWebComponents,v1.0.6,,2017-06-20 04:26:44,58,20,,,,,,,
950,google-url-shortener,Web component that shortens URLs with the Google URL Shortener API,GoogleWebComponents,v1.0.2,,2017-06-20 04:23:07,34,13,,,,,,,
951,paper-compare,Material design element to compare two lists and move elements between them,blackjack26,0.2.0,,2017-03-10 07:30:00,1,0,,,,,,,
952,s-grid,"s-grid is a helper class useful for creating responsive, fluid grid layouts using CSS Custom Properties.",StartPolymer,v0.1.3,,2017-05-04 07:20:32,4,1,,,,,,,
953,paper-input-username,A Material Design input for username (Polymer 1.x),Koada-os,1.0.1,,2017-03-08 22:58:13,2,0,,,,,,,
954,paper-searchbox,Material Design Search Input Webcomponent for Polymer,petja,v1.0.2,,2017-07-20 20:25:44,5,4,,,,,,,
955,memoization-behavior,Polymer behavior adding memoization helpers,shawncplus,v1.0.0,,2016-12-25 19:42:08,7,0,,,,,,,
956,global-alert-wrapper,"Event-driven, Bootstrap-like, polymer alert messages",roberttaraya,1.0.3,,2017-04-11 07:26:06,4,1,,,,,,,
957,paper-snackbar,Polymer 2 web component providing brief feedback about an operation through a message at the bottom of the screen that is loosely based on the Material Design spec.,justinribeiro,2.0.2,,2017-07-09 13:23:26,3,2,,,,,,,
958,blink-analytics,Allows you to add Google Analytics to your website.,blinktechsg,1.0.0,,2016-10-26 02:50:21,0,0,,,,,,,
959,paper-lipsum,The Dummy Text Generator Web Component,AmruthPillai,1.0.0,,2016-11-23 12:04:41,1,0,,,,,,,
960,scary-gallery,Element to layout images making best use of available space.,Scarygami,2.0.0,,2017-07-01 16:58:28,10,1,,,,,,,
961,simpla-demo-helper,Sets up a demo environment for Simpla element demos,SimplaElements,v0.1.3,,2017-04-26 13:23:11,2,0,,,,,,,
962,dygraph-elements,Graph element set powered by dygraphs,reinert,v0.2.7,,2016-04-26 17:19:33,1,1,,,,,,,
963,log-behavior,"A log behavior for polymer elements, based on visionmedia-debug",pwasem,v0.9.1,,2017-04-19 11:55:25,2,1,,,,,,,
964,d3-gauge-chart,Polymer element for gauge chart - using d3.js v4 ,PolymerEl,v0.8.1,,2017-05-31 09:05:41,1,0,,,,,,,
965,ecd-parser,Parses ECD (Escrituração Contábil Digital) files into a JS Object,Phenome,0.0.3,,2016-12-07 18:14:46,0,0,,,,,,,
966,mp-video,"YouTube, Vimeo and HTML5 video playback web component.",mpachnis,v1.0.2,,2017-07-28 12:25:49,2,0,,,,,,,
967,lrndesign-progress-spinner,A spinner to demonstrate something is loading.,LRNWebComponents,0.0.1,,2017-05-24 14:35:09,0,0,,,,,,,
968,lrnapp-fab-menu,floating action button menu,LRNWebComponents,0.0.1,,2017-08-01 11:46:10,0,1,,,,,,,
969,gamepad-service,Polymer behavior providing a service for multi-player access to the Gamepad API,larsgk,v0.0.2,,2016-10-24 12:50:15,0,0,,,,,,,
970,time-diff,Friendly description of a time difference with variable precision.,jifalops,0.1.0,,2017-06-28 11:31:24,1,0,,,,,,,
971,bottom-button,A full width bottom button for mobile,greenyouse,v0.1.3,,2017-04-25 19:14:35,1,0,,,,,,,
972,fs-person-sources,List sources attached to a person in the Family Tree,fs-webcomponents,2.1.1,,2017-03-09 22:38:12,0,0,,,,,,,
973,fs-person-facts,Web component for listing a FamilySearch person's facts,fs-webcomponents,2.0.1,,2017-03-09 22:39:24,0,0,,,,,,,
974,bouncing-spinner,🌐🚏 A Web Component which displays a bouncing spinner,FlorianFe,1.0.0,,2017-06-14 11:29:35,1,0,,,,,,,
975,webrtc-video,An element displaying video from a user's stream,convoo,0.0.3,,2017-06-27 19:07:41,4,0,,,,,,,
976,webrtc-stream,An element providing access to a user's getUserMedia stream.,convoo,0.0.3,,2017-05-16 18:18:11,3,0,,,,,,,
977,grain-html-import,,daKmoR,v0.8.0,,2017-05-03 10:50:51,1,0,,,,,,,
978,socket-io-monitor,Polymer 1.x component to view socket.io events,Collaborne,v1.0.2,,2017-04-26 10:13:32,0,0,,,,,,,
979,power-pop,power-pop provides a brief animation indicating success or error.,bennypowers,0.2.0,,2017-04-20 07:55:15,1,0,,,,,,,
980,nebula-select,Manage keyboard accessibility for a selection of controls.,arsnebula,v2.0.0,,2017-03-06 00:28:15,1,0,,,,,,,
981,ink-ripple,A vanilla-JS dependency free ripple effect web component,alex-saunders,0.1.0,,2017-06-07 17:58:50,0,0,,,,,,,
982,paper-checkbox-item,☑ A Material Design checkbox item,Abe90,0.0.1,,2017-02-07 14:36:09,0,0,,,,,,,
983,paper-empty-state,Display empty states,petja,v1.0.0,,2017-07-14 05:59:11,3,0,,,,,,,
984,fs-behavior,Shared behavior for FS components,fs-webcomponents,2.0.2,,2017-03-09 22:40:43,0,0,,,,,,,
985,ros-joint-states,Polymer element that subscribes to a ROS joint states topic.,jstnhuang,v0.1.2,,2017-05-10 20:13:59,0,0,,,,,,,
986,toasty-toast,,jgw96,v0.0.6,,2016-11-05 03:39:29,2,0,,,,,,,
987,coindesk-component,Provides a simple Webcomponent to make its Bitcoin Price Index (BPI) available to others,joserochadocarmo,0.0.2,,2017-02-17 21:47:08,1,0,,,,,,,
988,global-var,Light-weight element to expose global variables to Polymer data binding.,jifalops,0.1.0,,2017-04-26 06:43:45,0,0,,,,,,,
989,juicy-tile-table,DEPRECATED! juicy-tile-grid that fallbacks CSS Grid Layout to table,Juicy,0.0.7,,2017-07-12 14:30:59,0,0,,,,,,,
990,firebase-element,Web components for the Firebase Web API,GoogleWebComponents,v1.0.16,,2017-06-27 17:47:31,78,73,,,,,,,
991,d3-radar-chart,Polymer element for displaying  radar-chart - uses d3.js v4,PolymerEl,v0.8.3,,2017-05-31 09:05:34,1,0,,,,,,,
992,google-streetview-pano,Google Maps Street View web component,GoogleWebComponents,v1.0.4,,2017-05-13 06:56:49,27,14,,,,,,,
993,google-castable-video,A Polymer element for casting video,GoogleWebComponents,v1.0.3,,2017-06-13 07:56:29,29,16,,,,,,,
994,google-hangout-button,Google Hangout button web component,GoogleWebComponents,v1.0.2,,2017-06-16 09:20:17,28,10,,,,,,,
995,google-analytics,Google Analytics web components,GoogleWebComponents,v1.2.3,,2017-08-07 14:11:20,144,69,,,,,,,
996,navigation-select-element,A Custom Element to augment select elements.,plataformatec,v0.1.0,,2016-09-29 14:02:55,7,0,,,,,,,
997,google-feeds,Polymer element for the Google Feeds API,GoogleWebComponents,v1.0.2,,2017-06-16 09:22:52,15,20,,,,,,,
998,paper-dialog-lite,paper-dialog without paper-dialog-behavior or paper-dialog-shared-styles,ryanburns23,v2.0.1,,2017-06-06 21:42:12,3,0,,,,,,,
999,help-wanted-gh-issues,Polymer Element to display Github issues for a given repo tagged with `help-wanted`,samjacobclift,v1.0.0,,2016-10-26 08:28:21,0,0,,,,,,,
1000,screen-env,"Differentiate screen types by size, touch ability, and more.",jifalops,0.3.0,,2017-03-27 22:06:19,1,0,,,,,,,
1001,modernizr-element,[Polymer 1.x] A feature detection element powered by `Modernizr`,GeoloeG,1.0.0,,2017-03-07 18:15:42,8,0,,,,,,,
1002,Soundcloud-Player-Element,Soundcloud-Player webcomponent written with Polymer 2.,MaxMommersteeg,1.0.3,,2017-07-03 16:25:36,1,0,,,,,,,
1003,cordova-device,An element providing device information for cordova applications.,adelarosab,v1.1.7,,2016-08-14 16:38:52,0,0,,,,,,,
1004,lazyload-image,HTMLImageElement extension for lazy loading.,1000ch,v2.1.0,,2017-07-29 20:48:28,181,12,,,,,,,
1005,paper-dropdown-menu-multi,Multiselect for paper-dropdown-menu,tg9413,0.2.0,,2017-06-27 10:46:32,0,0,,,,,,,
1006,scary-cookie,Polymer element to read and write cookies,Scarygami,2.0.0,,2017-05-16 20:19:01,2,1,,,,,,,
1007,iron-timeago,Polymer 1.0 element that shows a date/time as 'some time ago' using https://date-fns.org,safetychanger,1.0.0,,2017-04-19 11:57:39,11,4,,,,,,,
1008,xmpp-message,,renfeng,v1.0.5,,2017-05-09 10:30:30,0,0,,,,,,,
1009,decimal-behavior,"A decimal-behavior element that provides ceil, round, floor, format and decimalAdjustemnt methods. Decimal adjustment of a number implementation is taken from Mozilla Developer Network: https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/round.",Protoss78,1.0.0,,2017-02-28 08:28:52,0,0,,,,,,,
1010,read-time,A component for calculating how long it will take to read an article.,matthewp,v1.0.5,,2017-07-06 19:43:39,12,2,,,,,,,
1011,initials-placeholder,Avatar placeholder displaying the first letters of the first and last name,JaySunSyn,1.0.1,,2017-01-21 12:06:50,4,0,,,,,,,
1012,molecule-isotope-gallery,a webcomponent to display a filterable gallery using isotope.js,dloeda,0.1.1,,2017-04-04 14:57:20,0,0,,,,,,,
1013,country-picker,A polymer dial code picker component.,anandAbhi,v0.0.1,,2017-05-05 09:32:14,1,1,,,,,,,
1014,cordova-camera,An element providing access to camera for cordova applications.,adelarosab,v1.1.2,,2016-07-12 20:46:46,0,0,,,,,,,
1015,sortable-list,Polymer 1.X and 2.X element for drag-and-drop reordering of template items,afloesch,v1.0.1,,2017-05-11 21:51:37,1,0,,,,,,,
1016,granite-dynamic-element,A native web component to dynamically generate web components,LostInBrittany,1.0.0,,2017-07-04 09:28:50,0,0,,,,,,,
1017,wc-browser-table,Browser table for webcomponents.org,samuelli,v1.0.1,,2017-04-13 05:00:05,2,0,,,,,,,
1018,loader-lite,Polymer 2 animated loader element,ryanburns23,v1.0.1,,2017-07-11 20:03:15,1,0,,,,,,,
1019,confirm-dialog,A simple paper-dialog wrapper.,jifalops,0.1.1,,2017-04-04 00:47:00,1,0,,,,,,,
1020,juicy-tile-editor,Polymer Element that adds an editor to control the setup of <juicy-tile-list>,Juicy,2.0.3,,2017-07-28 09:04:05,0,0,,,,,,,
1021,juicy-tile-grid,"Masonry-like Custom Element for sortable tiles that packs efficiently without changing HTML structure (changes CSS only), and adapts it to CSS Grid Layout. Extended renderer for juicy-tile-list.",Juicy,1.4.0,,2016-08-26 03:15:35,6,1,,,,,,,
1022,iz-made-in-ukraine,Simple custom element with Ukrainian style barcode,ivanzusko,v1.0.0,,2017-05-23 17:22:04,0,0,,,,,,,
1023,juicy-tile-list,DEPRECATED!(see README) Masonry-like Custom Element with sortable tiles that packs efficiently without changing HTML structure (changes CSS only).,Juicy,1.4.0,,2017-07-17 15:15:32,35,2,,,,,,,
1024,l2t-context-menu,Polymer element to replace right click functionality,Link2Twenty,1.0.4,,2017-03-22 20:11:18,6,3,,,,,,,
1025,paper-spinning-icon,"Polymer element that shows a spinning icon, e.g. to indicate ongoing updating",Collaborne,2.0.6,,2017-06-12 18:49:33,0,0,,,,,,,
1026,material-word,Polymer element to display a word from a material design alphabet,johnnyboyct,1.0.0,,2017-03-30 04:02:16,3,1,,,,,,,
1027,pluralize-behavior,Simple Polymer behavior that wraps pluralize,bennypowers,0.0.3,,2017-05-01 17:11:19,0,0,,,,,,,
1028,paper-helper,Cartoon-style elements to provide help to users,Collaborne,2.0.5,,2017-07-18 20:17:54,3,0,,,,,,,
1029,progress-spinner,a material design inspired spinner that also supports progress indication,Juravenator,0.1.2,,2017-03-20 22:56:46,0,0,,,,,,,
